uid,non_webpage_list
AK00023,"[[u'http://senate.legis.state.ak.us/senator.php?id=fre', u'http://www.frenchforstatesenate.com/', u'http://www.aksenate.org/index.php?senator=french', u'http://senate.legis.state.ak.us/', u'http://www.aksenate.org/', u'http://www.youralaskalink.com/politics/API-Hollis-French-Alaska-Chamber-171436881.html', u'http://alaskapride.blogspot.com/2012/05/liz-vasquez-has-capacity-to-take-out.html', u'http://openstates.org/ak/legislators/AKL000009/hollis-french/', u'http://progressivealaska.blogspot.com/2011/03/hollis-frenchs-adn-op-ed-kelly-walters.html', u'http://www.adn.com/2012/05/30/2485731/republicans-will-see-familar-faces.html'], [u'http://www.frenchforstatesenate.com/in-the-news/alaska-elections-three-high-cost-primaries-to-watch/', u'http://alaskapride.blogspot.com/2012/05/liz-vasquez-has-capacity-to-take-out.html', u'http://www.frenchforstatesenate.com/', u'http://community.adn.com/adn/node/157412', u'http://progressivealaska.blogspot.com/2011/03/hollis-frenchs-adn-op-ed-kelly-walters.html', u'http://www.wielechowski.org/2012/08/29/senators-hollis-french-joe-paskvan-and-bill-wielechowski-visit-first-shale-oil-exploratory-drilling-operations/', u'http://www.alaskadispatch.com/article/pitched-battle-hearts-minds-and-dollars-anchorage-senate-race', u'http://www.lesgara.org/issues.htm', u'http://riehlworldview.com/2008/09/obamas-man-in-a.html', u'http://openstates.org/ak/legislators/AKL000009/hollis-french/'], [u'http://www.frenchforstatesenate.com/', u'http://twitter.com/Hollis_French', u'http://www.frenchforstatesenate.com/about-hollis/hello-world/', u'http://www.facebook.com/hollisfrench', u'http://www.frenchforstatesenate.com/in-the-news/sen-french-questions-legality-of-alaska-abortion-proposal/', u'http://www.frenchforstatesenate.com/category/about-hollis/', u'http://ayea.org/legislators-of-the-year-stevens-french-wielechowski/', u'http://www.adn.com/2012/07/07/v-printer/2535743/alaska-ear.html', u'http://www.acoa.us/_assets/eights/Letter%20to%20Correctional%20Officers%20re%20Blended%20Model%203%2027%202012.pdf', u'http://ayea.org/ccs/'], [u'http://senate.legis.state.ak.us/senator.php?id=fre', u'http://www.frenchforstatesenate.com/', u'http://twitter.com/Hollis_French', u'http://www.lesgara.org/issues.htm', u'http://www.linkedin.com/pub/katie-conway/12/39b/680', u'http://www.facebook.com/hollisfrench', u'http://www.holmesforstatehouse.com/category/events/', u'http://www.crawfordforalaska.com/on-the-issues/constitutional-amendment-to-protect-your-pfd/', u'http://www.thedaily.com/page/2012/03/31/033112-news-stand-your-ground-1-3/', u'http://juneauempire.com/opinion/2011-12-22/my-turn-pre-k-adds-better-future-alaska']]"
AK00029,"[[u'http://housemajority.org/fairclough/index.php', u'http://house.legis.state.ak.us/rep.php?id=fai', u'http://www.adn.com/2011/10/31/2148362/fairclough-challenges-davis-for.html', u'http://openstates.org/ak/legislators/AKL000028/anna-fairclough/', u'http://juneauempire.com/stories/011709/hou_378996057.shtml', u'http://progressivealaska.blogspot.com/2009/02/rep-anna-fairclough-to-speak-at-uaa.html', u'http://www.alaska.edu/shapingalaskasfuture/sdi-insight/', u'http://northernright.com/events/2012/6/14/fundraiser-for-anna-fairclough'], [u'http://openstates.org/ak/legislators/AKL000028/anna-fairclough/', u'http://www.adn.com/2011/10/31/2148362/fairclough-challenges-davis-for.html', u'http://www.anchoragepress.com/opinion/mike-dingman-alaska-shows-its-red/article_63b66828-f89c-11e1-a497-0019bb2963f4.html', u'http://www.alaskapublic.org/2012/08/29/davis-talks-money-with-absentee-ballots-yet-to-be-counted/', u'http://www.alaskadispatch.com/article/alaska-house-primary-election-primer', u'https://aws.state.ak.us/ApocReports/Registration/CandidateRegistration/View.aspx?ID=602', u'http://www.ktva.com/home/outbound-xml-feeds/primary-167930265.html?m=y', u'http://housemajority.org/feeds.php?m=80'], [u'http://northernright.com/events/2012/6/14/fundraiser-for-anna-fairclough', u'http://northernright.com/topics/Senate', u'http://gopalaska.com/2012/07/22/is-sen-bettye-davis-a-solid-anti-school-choice-vote/', u'http://www.facebook.com/AlaskaStar', u'http://juneauempire.com/stories/032810/nei_597369727.shtml', u'http://www.facebook.com/pages/Anna-Fairclough-for-Senate/379961305395844'], [u'http://www.alaska.edu/voice/2012/sept_2012/system-news/sdi/', u'http://www.crawfordforalaska.com/events/kska-running/', u'http://www.bearpawfestival.org/', u'http://www.housemajority.org/', u'http://www.pnwer.org/Portals/9/PNWR_Participants_1204.pdf', u'http://www.anchoragelibraryfoundation.org/projects.html', u'http://www.timeanddate.com/news/time/alaska-daylight-saving-time.html']]"
AK00027,"[[u'http://senate.legis.state.ak.us/senator.php?id=mey', u'http://www.akrepublicans.org/meyer/index.php', u'http://juneauempire.com/stories/021608/hou_247862053.shtml', u'http://www.housemajority.org/meyer/index.php', u'http://openstates.org/ak/legislators/AKL000002/kevin-meyer/', u'http://www.facebook.com/SenatorKevinMeyer', u'http://www.youralaskalink.com/politics/API-AngloAmerican-Kevin-Meyer-169841166.html', u'http://www.congress.org/congressorg/bio/?id=34765', u'http://alaskapride.blogspot.com/2011/03/alaska-state-senator-kevin-meyer-pushes.html'], [u'http://alaskapride.blogspot.com/2011/03/alaska-state-senator-kevin-meyer-pushes.html', u'http://openstates.org/ak/legislators/AKL000002/kevin-meyer/', u'http://www.adn.com/2012/08/05/2574044/senate-elections-could-be-among.html', u'https://aws.state.ak.us/ApocReports/CampaignDisclosure/CDTransactions.aspx?ctl00_M_gridChangePage=11_20', u'http://www.case.org/Publications_and_Products/2005/October_2005/Career_Path_New_Times_Two.html', u'http://www.hss.state.ak.us/abada/pdf/201207_FASDnewsltr.pdf', u'http://www.newsminer.com/view/full_story/20295176/article-Alaska-Democrats--new-site-targets-Parnell--oil-taxes-', u'http://www.youralaskalink.com/politics', u'http://www.alaskadispatch.com/article/time-has-come-alaska-term-limits-legislative-dead-wood', u'http://www.alaskajournal.com/Alaska-Journal-of-Commerce/September-Issue-5-2012/Familiar-faces-will-return-but-Senate-could-get-makeover/'], [u'http://alaskapride.blogspot.com/2011/03/alaska-state-senator-kevin-meyer-pushes.html', u'https://aws.state.ak.us/ApocReports/CampaignDisclosure/View.aspx?ID=696', u'http://acvoters.org/legislative-session/conservation-watch/conservation-watch-28-4-20-2010', u'http://www.asdk12.org/schools/hanshew/pages/Hanshew/News_Letters_files/sept.newsletter.pdf_.pdf', u'http://www.scoop.it/t/how-to-be-a-community-manager', u'http://www.haveheroverfordinner.com/2011/12/2011.html', u'http://www.leanblog.org/2012/01/the-speed-and-flexibility-is-breathtaking-so-is-the-tyranny/', u'http://www.unionfacts.com/irs/IBEW_Local_1547'], [u'http://www.hss.state.ak.us/abada/pdf/201207_FASDnewsltr.pdf', u'http://www.case.org/Publications_and_Products/2005/October_2005/Career_Path_New_Times_Two.html', u'http://www.mhtrust.org/layouts/mhtrust/files/documents/communications_campaigns/Recovery%20Month%202011-STATEWIDE%20CALENDAR-9.6.11.pdf', u'http://www.alaska-trails.org/about_us/Documents/Newsletters/AKTrls_ActUpdt_201204.pdf', u'http://alaskahuts.org/newsletter/news-2006-08.pdf', u'http://archive.constantcontact.com/fs095/1103062898553/archive/1104096203884.html', u'http://www.gonzalezmarketing.com/press.htm', u'http://www.forakergroup.org/index.cfm?fuseaction=newsletter.newsletter&step=2&campaign_id=1168', u'http://www.adn.com/2012/08/05/2574044/senate-elections-could-be-among.html', u'http://www.aksenate.org/index.php?senator=menard']]"
AK00034,"[[u'http://bertstedman.com/new/', u'http://senate.legis.state.ak.us/senator.php?id=smn', u'http://www.akrepublicans.org/stedman/index.php', u'http://senate.legis.state.ak.us/', u'http://www.aksenate.org/index.php?senator=stedman', u'http://twitter.com/SenStedman', u'http://vimeo.com/38609558', u'http://www.akbizmag.com/Alaska-Business-Monthly/September-2012/Senator-Bert-Stedman-Named-as-Chair-of-The-Energy-Council/', u'http://www.sitnews.us/0512News/052912/052912_grand_marshall.html', u'http://juneauempire.com/authors/sen-bert-stedman'], [u'http://www.kcaw.org/2012/01/12/stedman-oil-taxes-election-year-politics-could-show-up-in-session/', u'http://bertstedman.com/new/?m=201207', u'http://www.alaskapublic.org/2012/08/07/kookesh-ahead-in-campaign-fund-raising-race/', u'http://bertstedman.com/new/?m=201011', u'http://juneauempire.com/local/2012-08-02/campaign-contributions-lay-out-regional-races', u'https://aws.state.ak.us/ApocReports/Registration/CandidateRegistration/View.aspx?ID=578', u'http://www.sitnews.us/0211News/020111/020111_session_staff.html'], [u'http://bertstedman.com/new/', u'http://ronwade.freeservers.com/LocalsAK.html', u'http://www.sitnews.us/0612News/062712/062712_fire_station.html', u'http://www.adn.com/2012/04/07/2412282/big-issues-unresolved-as-end-of.html', u'http://www.nfib.com/nfib-in-my-state/nfib-in-my-state-content?cmsid=59496', u'http://globaleconomicanalysis.blogspot.com/2007/07/lawsuits-fly-stupidity-rules-in-alaska.html', u'http://www.hss.state.ak.us/abada/pdf/201002mins.pdf', u'http://alaskareal.blogspot.com/2009_04_01_archive.html', u'http://www.princerupert.ca/images/editor/File/info_pack/2010/Info%20Package%2010-27-10.pdf'], [u'http://bertstedman.com/new/wp-content/uploads/2010/01/Press-release-new-staff-2012.pdf', u'http://www.aeyc-sea.org/advocacy.htm', u'http://www.alaskajournal.com/Alaska-Journal-of-Commerce/AJOC-January-29-2012/Movers-Shakers-01-29-12/', u'http://www.sitnews.us/SitnewsArchives/0512/052912_sitnews.html', u'http://www.pnwer.org/Portals/9/PNWR_Participants_1204.pdf', u'http://www.krbd.org/2012/05/25/ketchikan-chamber-chooses-stedman-as-grand-marshall/', u'http://us4palin.com/aks-bob-and-mark-no-give-aways-based-on-lies/', u'http://alaskarenewableenergy.org/tag/southeast/', u'http://sitkawild.org/category/issues/community/climateandenergy/energy-conservation-outreach/page/2/', u'http://acvoters.org/legislative-session/conservation-watch/conservation-watch-28-4-20-2010']]"
AK00046,"[[u'http://www.facebook.com/VotePruhs', u'http://www.facebook.com/VotePruhs/page_map', u'http://vimeo.com/45680302', u'http://alaskabbq.org/members', u'http://www.facebook.com/VotePruhs?filter=2', u'http://alaskabbq.org/meeting-minutes'], [u'http://www.facebook.com/VotePruhs', u'https://aws.state.ak.us/ApocReports/CampaignDisclosure/CDExpenditures.aspx', u'http://www.campaignmoney.com/political/527/david-pruhs-for-state-house.asp', u'http://www.uafsunstar.com/archives/16961', u'http://www.newsminer.com/bookmark/19643246/blog+entry-Analysis-+financial+reports+shed+light+on+campaign+activities', u'http://alaskabbq.org/meeting-minutes', u'http://hosted.ap.org/dynamic/files/elections/2012/by_state/AK_Page_0828.html?SITE=CSPANELN&SECTION=POLITICS', u'http://newsminer.com/bookmark/19934774/article-Social+media+plays+part+in+Senate+race', u'https://www.doyon.com/GOTNV/GOTNV.aspx'], [u'http://www.facebook.com/VotePruhs', u'http://www.facebook.com/VotePruhs/page_map', u'http://www.campaignmoney.com/political/527/david-pruhs-for-state-house.asp', u'http://www.facebook.com/VotePruhs?filter=2', u'http://www.newsminer.com/view/full_story/18835056/article-Filing-period-wraps-up-for-local-Legislature-candidates', u'http://downtownfairbanks.com/wp-content/uploads/2012/06/2012-Vendor-Guide2.pdf', u'http://www.newsminer.com/view/full_story/19645277/article-Ralph-Seekins-donates--60K-to-Senate-District-C-campaign'], [u'http://www.facebook.com/VotePruhs/page_map', u'http://www.co.fairbanks.ak.us/Meetings/PlanningCommission/2012Minutes/Minutes_PC051512.pdf', u'http://www.facebook.com/VotePruhs', u'http://issuu.com/newsminer/docs/2012-fallhomes', u'http://newsminer.com/view/full_story/19686278/article-Clay-Street-Cemetery-to-get-new-granite-markers-for-35-graves', u'http://www.illinoisprosperity.org/candidateguide_survey.asp?g=illinois&st=2&action=all+candidates&submit=Find', u'http://www.newsminer.com/bookmark/19643246/blog+entry-Analysis-+financial+reports+shed+light+on+campaign+activities', u'http://juneauempire.com/stories/081010/obi_693102081.shtml', u'http://www.nrapvf.org/grades-endorsements/2012/alaska.aspx']]"
AK00043,"[[u'http://housemajority.org/twilson/index.php', u'http://house.legis.state.ak.us/rep.php?id=wlt', u'http://newsminer.com/bookmark/17998942-Alaska-state-Rep-Tammie-Wilson-sponsors-bill-to-do-away-with-most-safe-food-regulations', u'http://openstates.org/ak/legislators/AKL000059/tammie-wilson/', u'http://www.palladianview.com/author/tammie-wilson/', u'http://barfblog.foodsafety.ksu.edu/barfblog/tag/alaska', u'http://www.spokeo.com/Tammie+Wilson', u'http://barfblog.foodsafety.ksu.edu/blog/154097/12/04/03/theatre-bizarre-north-pole-republican-wants-eliminate-government-regulation-foo', u'http://www.alaska.edu/state/legislative-contact-infor/'], [u'http://openstates.org/ak/legislators/AKL000059/tammie-wilson/', u'http://newsminer.com/bookmark/17998942-Alaska-state-Rep-Tammie-Wilson-sponsors-bill-to-do-away-with-most-safe-food-regulations', u'http://www.alaskadispatch.com/article/alaska-house-primary-election-primer', u'http://newsminer.com/view/full_story/4128605/article-Tammie-Wilson-responds-to-questions-about-residency-', u'http://www.nfib.com/alaska/news-information', u'http://www.newsminer.com/view/full_story/4211271/article-Luke-Hopkins--Tammie-Wilson-go-head-to-head-in-mayoral-debate', u'http://housemajority.org/feeds.php?m=29', u'http://alaskapride.blogspot.com/2009/10/fairbanks-2009-election-bag-lady-nadine.html', u'http://community.adn.com/node/161202'], [u'http://www.youtube.com/watch?v=FSz3-pPOS_U', u'http://www.youtube.com/watch?v=SCNIZLS8GiM', u'http://www.youtube.com/watch?v=s1MCbPuMom8', u'http://www.peekyou.com/tammie_wilson', u'http://www.youtube.com/watch?v=-nPE5KCPX7A', u'http://fairbankschamber.org/wp-content/uploads/2012/05/Vendors-for-website1.pdf'], [u'http://housemajority.org/twilson/index.php?p=bio', u'http://house.legis.state.ak.us/rep.php?id=wlt', u'http://www.northpolechamber.us/', u'http://newsminer.com/view/full_story/18210136/article-Rep--Tammie-Wilson-s-food-safety-bill-on-hold-pending-new-regulations', u'http://news.deltanewsweb.com/news/2012/07/03/', u'http://newsminer.com/pages/full_story/push?blog-entry-Broad+home+heating+initiative+certified+for+October+ballot%20&id=19640201&', u'http://www.mcclatchydc.com/2012/05/22/149641/alaska-militia-leader-cox-told.html', u'http://www.arcus.org/meetings/2011/swak-science-symposium/attendees']]"
AK00042,"[[u'http://house.legis.state.ak.us/rep.php?id=mie', u'http://www.alaskademocrats.org/candidates', u'http://vimeo.com/45680302', u'http://www.whitepages.com/name/Robert-Miller/Alaska', u'http://www.youtube.com/watch?v=AEjopU808L0', u'http://www.situk.net/', u'http://openstates.org/ak/legislators/AKL000045/bob-miller/', u'http://twitter.com/AKDistrict7Rep', u'http://theothermccain.com/2010/08/26/whats-the-air-fare-to-anchorage/'], [u'http://www.alaskademocrats.org/candidates', u'http://theothermccain.com/2010/08/26/whats-the-air-fare-to-anchorage/', u'http://openstates.org/ak/legislators/AKL000045/bob-miller/', u'http://www.linkedin.com/pub/troy-bouffard/10/463/897', u'http://www.washingtontimes.com/campaign-2012/candidates/robert-miller-pittenger-56030/', u'http://billtrack50.com/LegislatorDetail/7098', u'http://www.youtube.com/watch?v=rf8xHXC_ksw', u'http://interiordemocrats.org/candidates-2/', u'http://housemajority.org/feeds.php?m=29'], [u'http://www.linkedin.com/pub/troy-bouffard/10/463/897', u'http://www.peekyou.com/bob_miller', u'http://www.bestplaces.net/schools/nevada/henderson/bob_miller_middle_school', u'http://www.youtube.com/watch?v=rf8xHXC_ksw', u'http://www.greatschools.org/school/parentReviews.page?id=597&page=1&state=NV', u'http://www.facebook.com/pages/Bob-Miller-For-Monona-Mayor/108247902585285', u'http://www.washingtonpost.com/national/health-science/risky-business/2011/07/06/gIQAzxh7YI_story.html'], [u'http://www.alaskademocrats.org/candidates', u'http://www.situk.net/', u'http://interiordemocrats.org/candidates-2/', u'http://theothermccain.com/2010/08/26/whats-the-air-fare-to-anchorage/', u'http://www.commerce.state.ak.us/occ/pub/Feb_04_AELS_summary.pdf', u'http://billtrack50.com/LegislatorDetail/7098', u'http://www.tellurideadaptivesports.org/tasp_fund_raising_events_golf_classic.html', u'http://live.cgaux.org/?p=2197', u'http://www.tellurideadaptivesports.org/']]"
AK00050,"[[u'http://housemajority.org/feige/index.php', u'http://house.legis.state.ak.us/rep.php?id=fei', u'http://alaskaeducationupdate.blogspot.com/2012/02/rep-eric-feige-its-ok-for-private.html', u'http://www.facebook.com/EricFeigeForAlaskaStateHouseDistrict6', u'http://www.linkedin.com/in/ericfeige', u'http://newsminer.com/view/full_story/19850992/article-House-District-6---Eric-Feige?instance=election_news_column', u'http://www.theinnkeeper.com/bnb/100064'], [u'http://www.linkedin.com/pub/dir/Eric/Feige', u'http://www.valdezstar.net/story/2012/08/29/main-news/primary-elections-results-for-house-district-6-and-senate-district-c/175.html', u'http://www.youralaskalink.com/politics', u'http://www.mcclatchydc.com/2012/05/30/v-print/150567/oil-industry-opened-the-checkbooks.html', u'http://aws.state.ak.us/ApocReports/POFD/POFDForms.aspx?ctl00_M_gridChangePage=4_20', u'http://www.petroleumnews.com/pntruncate/405202920.shtml', u'http://joemiller.us/2012/08/alaskas-primary-election-one-of-the-most-important-in-the-history-of-our-state-page-3/', u'http://housemajority.org/spon.php?id=27sjr13', u'http://www.newsminer.com/view/full_story/19949638/article-Voting-for-primaries-runs-7-a-m--to-8-p-m--today'], [u'http://www.facebook.com/EricFeigeForAlaskaStateHouseDistrict6', u'http://news.deltanewsweb.com/news/2010/05/', u'http://www.facebook.com/willis.lyford', u'https://aws.state.ak.us/ApocReports/CampaignDisclosure/View.aspx?ID=221', u'http://www.facebook.com/kristinetoms', u'http://fr-fr.facebook.com/meryem.bennani.12'], [u'http://housemajority.org/feige/index.php?p=bills', u'http://articles.ktuu.com/2011-03-31/feige_29355987', u'http://housemajority.org/feige/pdfs/27/feige_newsletter_201103.pdf', u'http://www.frontiersman.com/news/district-race-includes-activist-civil-inspector-army-captain/article_93c30390-aeb5-11e1-aac9-001a4bcf887a.html', u'http://housemajority.org/spon.php?id=27hb170', u'http://acvoters.org/news/conservation-group-questions-alaska-bill-that-would-require-security-payment-in-development-issues', u'http://www.housemajority.org/', u'http://nraila.org/legislation/state-legislation/2012/3/alaska-no-net-loss-bill-granted-hearing.aspx', u'http://acvoters.org/news/industry-backed-alaska-bill-could-block-citizen-opposition-to-big-projects-1', u'http://joemiller.us/2012/08/alaskas-primary-election-one-of-the-most-important-in-the-history-of-our-state-page-3/']]"
AK00031,"[[u'http://cathygiessel.com/resume.php', u'http://senate.legis.state.ak.us/senator.php?id=gie', u'http://www.cathygiessel.com/', u'http://www.aksenateminority.com/archives/271', u'http://cathygiessel.com/endorsements.php', u'http://www.youtube.com/watch?v=CMAea9VG6kg', u'http://www.aksenateminority.com/wp-content/uploads/Final_End_of_Session_Newsletter.pdf', u'http://www.youtube.com/watch?v=Rq9BAT85O4U', u'http://openstates.org/ak/legislators/AKL000010/cathy-giessel/', u'http://www.youtube.com/watch?v=3T1i9R7Cc6g'], [u'http://cathygiessel.com/latest_news.php', u'http://www.youtube.com/watch?v=UvGZtwYhNmM', u'http://cathygiessel.com/endorsements.php', u'http://www.youtube.com/watch?v=CMAea9VG6kg', u'http://cathygiessel.com/gear.php', u'http://sewardcitynews.com/2012/08/joe-arness-incumbent-sen-cathy-giessels-opponent-aug-28/', u'http://cathygiessel.com/old_video1.php', u'http://openstates.org/ak/legislators/AKL000010/cathy-giessel/', u'http://www.youtube.com/watch?v=vy0eUABJq5s', u'https://aws.state.ak.us/ApocReports/Registration/CandidateRegistration/View.aspx?ID=534'], [u'http://www.cathygiessel.com/', u'http://www.youtube.com/watch?v=JU30UU1LDDg', u'http://cathygiessel.com/endorsements.php', u'http://www.youtube.com/watch?v=3T1i9R7Cc6g', u'http://cathygiessel.com/resume.php', u'http://www.youtube.com/watch?v=vy0eUABJq5s', u'http://cathygiessel.com/press.php?id=10', u'http://www.youtube.com/watch?v=kJ2r4JyIh4w', u'http://www.alaskajournal.com/Alaska-Journal-of-Commerce/August-Issue-3-2012/Giessel-Arness-want-to-break-gridlock-in-Juneau/', u'http://www.paxsonwoelber.com/mywork_commercial_clients.shtml'], [u'http://cathygiessel.com/resume.php', u'http://www.aksenateminority.com/wp-content/uploads/Newsletter-February-7-2012.pdf', u'http://www.cathygiessel.com/', u'http://www.aksenateminority.com/wp-content/uploads/Senator-Giessel-Newsletter.pdf', u'http://cathygiessel.com/biography.php', u'http://www.turnagaintimes.com/current%20issue/2010-10-21/meet-the-candidates.html', u'http://cathygiessel.com/press.php?id=10', u'http://www.paxsonwoelber.com/mywork_commercial_clients.shtml', u'http://www.dced.state.ak.us/occ/pub/nur_July_2007_Final_Meeting_Minutes.pdf', u'http://www.alaskafamilycouncil.org/']]"
AK00051,"[[u'http://housemajority.org/keller/index.php', u'http://house.legis.state.ak.us/rep.php?id=kee', u'http://www.huffingtonpost.com/2012/04/09/alaska-lawmaker-blocks-girl-scout-resolution-planned-parenthood_n_1413103.html', u'http://www.opposingviews.com/i/politics/abortion/video-alaska-state-rep-wes-keller-blocks-girl-scouts-resolution', u'http://www.ppvotesnw.org/2012/04/06/ak-rep-wes-kellers-on-planned-parenthood-and-the-girl-scouts/', u'http://www.linkedin.com/pub/dir/Wes/Keller', u'http://www.frontiersman.com/news/purcell-keller-find-little-common-ground/article_8fd997cc-dabf-11e1-963a-0019bb2963f4.html', u'http://www.ktva.com/news/special-projects/Primary-Profiles-Wes-Keller-167334265.html', u'http://www.youralaskalink.com/politics/API-Mark-Neuman-Wes-Keller-166837626.html'], [u'http://www.huffingtonpost.com/2012/04/09/alaska-lawmaker-blocks-girl-scout-resolution-planned-parenthood_n_1413103.html', u'http://www.youralaskalink.com/politics/API-Mark-Neuman-Wes-Keller-166837626.html', u'http://www.ktva.com/home/outbound-xml-feeds/Matanuska-167640815.html?m=y', u'http://www.blogrunner.com/snapshot/D/2/2/wes_keller_alaska_gop_lawmaker_blocks_girl_scouts_resolution_over_alleged_planned_parenthood_ties/', u'http://www.facebook.com/CitizensforWesKeller', u'http://www.alaskadispatch.com/article/alaska-house-primary-election-primer', u'https://aws.state.ak.us/ApocReports/IndependentExpenditures/IEExpenditures.aspx'], [u'http://www.newsminer.com/view/full_story/17380213/article-Divided-committee-moves-Alaska-school-choice-bill-', u'http://www.frontiersman.com/news/candidates-question-each-other-at-forum/article_9e7539e8-e29f-11e1-96b1-001a4bcf887a.html?TNNoMobile', u'http://www.adn.com/2010/01/08/1085778/bill-would-ban-driving-talking.html'], [u'http://www.huffingtonpost.com/2012/04/09/alaska-lawmaker-blocks-girl-scout-resolution-planned-parenthood_n_1413103.html', u'http://newsminer.com/pages/full_story/push?article-Girl+Scouts+of+Alaska+respond+to+lawmaker-s+delay+of+Girl+Scout+honor%20&id=18157453&instance=blogs_editors_desk', u'http://www.adn.com/2012/04/05/2409758/wasilla-representative-delays.html', u'http://www.alaskafamilycouncil.org/Girl%20Scouts%20and%20PP.docx', u'http://www.alaskadispatch.com/article/rumors-about-girl-scouts-feminist-agenda-ruffle-alaska-republicans-feathers', u'http://www.housemajority.org/', u'https://aws.state.ak.us/ApocReports/IndependentExpenditures/IEExpenditures.aspx', u'http://www.alaskacommons.com/2012/04/15/non-traditional-gop-values/', u'http://www.ppvotesnw.org/page/3/']]"
